id,type,properties
Entity::long_sleeve,Entity,"{""display_label"": ""long_sleeve"", ""display_name"": ""long_sleeve"", ""entity_id"": ""long_sleeve"", ""short_id"": ""long_sleeve""}"
Entity::metal_rod,Entity,"{""display_label"": ""metal_rod"", ""display_name"": ""metal_rod"", ""entity_id"": ""metal_rod"", ""short_id"": ""metal_rod""}"
Entity::o_ring,Entity,"{""display_label"": ""o_ring"", ""display_name"": ""o_ring"", ""entity_id"": ""o_ring"", ""short_id"": ""o_ring""}"
Entity::paper,Entity,"{""display_label"": ""paper"", ""display_name"": ""paper"", ""entity_id"": ""paper"", ""short_id"": ""paper""}"
Entity::power_screwdriver,Entity,"{""display_label"": ""power_screwdriver"", ""display_name"": ""power_screwdriver"", ""entity_id"": ""power_screwdriver"", ""short_id"": ""power_screwdriver""}"
Entity::required_quantity_five,Entity,"{""display_label"": ""required_quantity_five"", ""display_name"": ""required_quantity_five"", ""entity_id"": ""required_quantity_five"", ""short_id"": ""required_quantity_five""}"
Entity::required_quantity_six,Entity,"{""display_label"": ""required_quantity_six"", ""display_name"": ""required_quantity_six"", ""entity_id"": ""required_quantity_six"", ""short_id"": ""required_quantity_six""}"
Entity::right_side,Entity,"{""display_label"": ""right_side"", ""display_name"": ""right_side"", ""entity_id"": ""right_side"", ""short_id"": ""right_side""}"
Entity::rod_assembly,Entity,"{""display_label"": ""rod_assembly"", ""display_name"": ""rod_assembly"", ""entity_id"": ""rod_assembly"", ""short_id"": ""rod_assembly""}"
Entity::rod_holes,Entity,"{""display_label"": ""rod_holes"", ""display_name"": ""rod_holes"", ""entity_id"": ""rod_holes"", ""entity_type"": [""RodHole""], ""short_id"": ""rod_holes""}"
Entity::screw,Entity,"{""display_label"": ""screw"", ""display_name"": ""screw"", ""entity_id"": ""screw"", ""short_id"": ""screw""}"
Entity::short_sleeve,Entity,"{""display_label"": ""short_sleeve"", ""display_name"": ""short_sleeve"", ""entity_id"": ""short_sleeve"", ""short_id"": ""short_sleeve""}"
Entity::silver_sleeve,Entity,"{""display_label"": ""silver_sleeve"", ""display_name"": ""silver_sleeve"", ""entity_id"": ""silver_sleeve"", ""short_id"": ""silver_sleeve""}"
Entity::sleeve,Entity,"{""display_label"": ""sleeve"", ""display_name"": ""sleeve"", ""entity_id"": ""sleeve"", ""short_id"": ""sleeve""}"
Entity::sponge,Entity,"{""display_label"": ""sponge"", ""display_name"": ""sponge"", ""entity_id"": ""sponge"", ""short_id"": ""sponge""}"
Entity::threadlocker_loctite,Entity,"{""display_label"": ""threadlocker_loctite"", ""display_name"": ""threadlocker_loctite"", ""entity_id"": ""threadlocker_loctite"", ""short_id"": ""threadlocker_loctite""}"
Entity::workbench,Entity,"{""display_label"": ""workbench"", ""display_name"": ""workbench"", ""entity_id"": ""workbench"", ""short_id"": ""workbench""}"
Predicate::pred::pilot::s01::action,Predicate,"{""args"": [""step::pilot_rod_assembly::step_01"", ""place""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(step_01, place)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""pred::pilot::s01::action"", ""short_id"": ""pred::pilot::s01::action"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s01::effect::on,Predicate,"{""args"": [""step::pilot_rod_assembly::step_01"", ""on"", ""metal_rod"", ""workbench""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_01, on, metal_rod, workbench)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s01::effect::on"", ""short_id"": ""pred::pilot::s01::effect::on"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s01::object::metal_rod,Predicate,"{""args"": [""step::pilot_rod_assembly::step_01"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_01, metal_rod)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s01::object::metal_rod"", ""short_id"": ""pred::pilot::s01::object::metal_rod"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s01::object::workbench,Predicate,"{""args"": [""step::pilot_rod_assembly::step_01"", ""workbench""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_01, workbench)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s01::object::workbench"", ""short_id"": ""pred::pilot::s01::object::workbench"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s01::time,Predicate,"{""args"": [""step::pilot_rod_assembly::step_01"", 0, 15], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(step_01, 0, 15)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""predicate_id"": ""pred::pilot::s01::time"", ""short_id"": ""pred::pilot::s01::time"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::action,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""slide""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(step_02, slide)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""pred::pilot::s02::action"", ""short_id"": ""pred::pilot::s02::action"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::effect::copper_count,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""count_verified"", ""copper_sleeve"", ""required_quantity_six""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_02, count_verified, copper_sleeve, required_quantity_six)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s02::effect::copper_count"", ""short_id"": ""pred::pilot::s02::effect::copper_count"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::effect::copper_oriented,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""oriented"", ""copper_sleeve"", ""right_side""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_02, oriented, copper_sleeve, right_side)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s02::effect::copper_oriented"", ""short_id"": ""pred::pilot::s02::effect::copper_oriented"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::effect::long_count,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""count_verified"", ""long_sleeve"", ""required_quantity_five""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_02, count_verified, long_sleeve, required_quantity_five)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s02::effect::long_count"", ""short_id"": ""pred::pilot::s02::effect::long_count"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::effect::sleeves_on,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""sleeves_on"", ""sleeve"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_02, sleeves_on, sleeve, metal_rod)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s02::effect::sleeves_on"", ""short_id"": ""pred::pilot::s02::effect::sleeves_on"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::object::copper_sleeve,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""copper_sleeve""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_02, copper_sleeve)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s02::object::copper_sleeve"", ""short_id"": ""pred::pilot::s02::object::copper_sleeve"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::object::long_sleeve,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""long_sleeve""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_02, long_sleeve)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s02::object::long_sleeve"", ""short_id"": ""pred::pilot::s02::object::long_sleeve"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::object::metal_rod,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_02, metal_rod)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s02::object::metal_rod"", ""short_id"": ""pred::pilot::s02::object::metal_rod"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::object::short_sleeve,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""short_sleeve""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_02, short_sleeve)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s02::object::short_sleeve"", ""short_id"": ""pred::pilot::s02::object::short_sleeve"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::object::sleeve,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""sleeve""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_02, sleeve)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s02::object::sleeve"", ""short_id"": ""pred::pilot::s02::object::sleeve"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::requires::on_rod_workbench,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", ""on"", ""metal_rod"", ""workbench""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_02, on, metal_rod, workbench)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s02::requires::on_rod_workbench"", ""short_id"": ""pred::pilot::s02::requires::on_rod_workbench"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s02::time,Predicate,"{""args"": [""step::pilot_rod_assembly::step_02"", 15, 89], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(step_02, 15, 89)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""predicate_id"": ""pred::pilot::s02::time"", ""short_id"": ""pred::pilot::s02::time"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s03::action,Predicate,"{""args"": [""step::pilot_rod_assembly::step_03"", ""place""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(step_03, place)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""pred::pilot::s03::action"", ""short_id"": ""pred::pilot::s03::action"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s03::effect::oring_inserted,Predicate,"{""args"": [""step::pilot_rod_assembly::step_03"", ""inserted_in"", ""o_ring"", ""rod_holes""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_03, inserted_in, o_ring, rod_holes)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s03::effect::oring_inserted"", ""short_id"": ""pred::pilot::s03::effect::oring_inserted"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s03::effect::sleeves_adjusted,Predicate,"{""args"": [""step::pilot_rod_assembly::step_03"", ""adjusted_over"", ""sleeve"", ""o_ring""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_03, adjusted_over, sleeve, o_ring)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s03::effect::sleeves_adjusted"", ""short_id"": ""pred::pilot::s03::effect::sleeves_adjusted"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s03::object::o_ring,Predicate,"{""args"": [""step::pilot_rod_assembly::step_03"", ""o_ring""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_03, o_ring)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s03::object::o_ring"", ""short_id"": ""pred::pilot::s03::object::o_ring"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s03::object::sleeve,Predicate,"{""args"": [""step::pilot_rod_assembly::step_03"", ""sleeve""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_03, sleeve)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s03::object::sleeve"", ""short_id"": ""pred::pilot::s03::object::sleeve"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s03::parent::rod_holes,Predicate,"{""args"": [""rod_holes"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasParentComponent(rod_holes, metal_rod)"", ""display_name"": ""hasParentComponent"", ""name"": ""hasParentComponent"", ""predicate_id"": ""pred::pilot::s03::parent::rod_holes"", ""short_id"": ""pred::pilot::s03::parent::rod_holes"", ""source"": {""file"": ""Pilot/domain_config_pilot.yaml"", ""type"": ""pilot_domain_config""}}"
Predicate::pred::pilot::s03::requires::sleeves_on,Predicate,"{""args"": [""step::pilot_rod_assembly::step_03"", ""sleeves_on"", ""sleeve"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_03, sleeves_on, sleeve, metal_rod)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s03::requires::sleeves_on"", ""short_id"": ""pred::pilot::s03::requires::sleeves_on"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s03::time,Predicate,"{""args"": [""step::pilot_rod_assembly::step_03"", 89, 196], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(step_03, 89, 196)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""predicate_id"": ""pred::pilot::s03::time"", ""short_id"": ""pred::pilot::s03::time"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s03::type::rod_holes,Predicate,"{""args"": [""rod_holes"", ""RodHole""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(rod_holes, RodHole)"", ""display_name"": ""isA"", ""name"": ""isA"", ""predicate_id"": ""pred::pilot::s03::type::rod_holes"", ""short_id"": ""pred::pilot::s03::type::rod_holes"", ""source"": {""file"": ""Pilot/domain_config_pilot.yaml"", ""type"": ""pilot_domain_config""}}"
Predicate::pred::pilot::s04::action,Predicate,"{""args"": [""step::pilot_rod_assembly::step_04"", ""drive""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(step_04, drive)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""pred::pilot::s04::action"", ""short_id"": ""pred::pilot::s04::action"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s04::effect::partially_inserted,Predicate,"{""args"": [""step::pilot_rod_assembly::step_04"", ""partially_inserted_in"", ""screw"", ""rod_holes""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_04, partially_inserted_in, screw, rod_holes)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s04::effect::partially_inserted"", ""short_id"": ""pred::pilot::s04::effect::partially_inserted"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s04::object::screw,Predicate,"{""args"": [""step::pilot_rod_assembly::step_04"", ""screw""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_04, screw)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s04::object::screw"", ""short_id"": ""pred::pilot::s04::object::screw"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s04::parent::rod_holes,Predicate,"{""args"": [""rod_holes"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasParentComponent(rod_holes, metal_rod)"", ""display_name"": ""hasParentComponent"", ""name"": ""hasParentComponent"", ""predicate_id"": ""pred::pilot::s04::parent::rod_holes"", ""short_id"": ""pred::pilot::s04::parent::rod_holes"", ""source"": {""file"": ""Pilot/domain_config_pilot.yaml"", ""type"": ""pilot_domain_config""}}"
Predicate::pred::pilot::s04::required_tool,Predicate,"{""args"": [""step::pilot_rod_assembly::step_04"", ""power_screwdriver""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredTool(step_04, power_screwdriver)"", ""display_name"": ""hasRequiredTool"", ""name"": ""hasRequiredTool"", ""predicate_id"": ""pred::pilot::s04::required_tool"", ""short_id"": ""pred::pilot::s04::required_tool"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s04::requires::oring_inserted,Predicate,"{""args"": [""step::pilot_rod_assembly::step_04"", ""inserted_in"", ""o_ring"", ""rod_holes""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_04, inserted_in, o_ring, rod_holes)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s04::requires::oring_inserted"", ""short_id"": ""pred::pilot::s04::requires::oring_inserted"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s04::requires::sleeves_adjusted,Predicate,"{""args"": [""step::pilot_rod_assembly::step_04"", ""adjusted_over"", ""sleeve"", ""o_ring""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_04, adjusted_over, sleeve, o_ring)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s04::requires::sleeves_adjusted"", ""short_id"": ""pred::pilot::s04::requires::sleeves_adjusted"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s04::time,Predicate,"{""args"": [""step::pilot_rod_assembly::step_04"", 196, 376], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(step_04, 196, 376)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""predicate_id"": ""pred::pilot::s04::time"", ""short_id"": ""pred::pilot::s04::time"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s04::tool::power_screwdriver,Predicate,"{""args"": [""step::pilot_rod_assembly::step_04"", ""power_screwdriver""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesTool(step_04, power_screwdriver)"", ""display_name"": ""usesTool"", ""name"": ""usesTool"", ""predicate_id"": ""pred::pilot::s04::tool::power_screwdriver"", ""short_id"": ""pred::pilot::s04::tool::power_screwdriver"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s04::type::rod_holes,Predicate,"{""args"": [""rod_holes"", ""RodHole""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(rod_holes, RodHole)"", ""display_name"": ""isA"", ""name"": ""isA"", ""predicate_id"": ""pred::pilot::s04::type::rod_holes"", ""short_id"": ""pred::pilot::s04::type::rod_holes"", ""source"": {""file"": ""Pilot/domain_config_pilot.yaml"", ""type"": ""pilot_domain_config""}}"
Predicate::pred::pilot::s05::action,Predicate,"{""args"": [""step::pilot_rod_assembly::step_05"", ""apply""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(step_05, apply)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""pred::pilot::s05::action"", ""short_id"": ""pred::pilot::s05::action"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s05::effect::threadlocker_applied,Predicate,"{""args"": [""step::pilot_rod_assembly::step_05"", ""applied_to"", ""threadlocker_loctite"", ""screw""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_05, applied_to, threadlocker_loctite, screw)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s05::effect::threadlocker_applied"", ""short_id"": ""pred::pilot::s05::effect::threadlocker_applied"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s05::material::threadlocker,Predicate,"{""args"": [""step::pilot_rod_assembly::step_05"", ""threadlocker_loctite""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesMaterial(step_05, threadlocker_loctite)"", ""display_name"": ""usesMaterial"", ""name"": ""usesMaterial"", ""predicate_id"": ""pred::pilot::s05::material::threadlocker"", ""short_id"": ""pred::pilot::s05::material::threadlocker"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s05::object::screw,Predicate,"{""args"": [""step::pilot_rod_assembly::step_05"", ""screw""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_05, screw)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s05::object::screw"", ""short_id"": ""pred::pilot::s05::object::screw"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s05::requires::partially_inserted,Predicate,"{""args"": [""step::pilot_rod_assembly::step_05"", ""partially_inserted_in"", ""screw"", ""rod_holes""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_05, partially_inserted_in, screw, rod_holes)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s05::requires::partially_inserted"", ""short_id"": ""pred::pilot::s05::requires::partially_inserted"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s05::time,Predicate,"{""args"": [""step::pilot_rod_assembly::step_05"", 376, 429], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(step_05, 376, 429)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""predicate_id"": ""pred::pilot::s05::time"", ""short_id"": ""pred::pilot::s05::time"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s06::action,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", ""tighten""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(step_06, tighten)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""pred::pilot::s06::action"", ""short_id"": ""pred::pilot::s06::action"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s06::effect::flush,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", ""flush_with"", ""screw"", ""sleeve""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_06, flush_with, screw, sleeve)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s06::effect::flush"", ""short_id"": ""pred::pilot::s06::effect::flush"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s06::effect::secured,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", ""secured_to"", ""sleeve"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_06, secured_to, sleeve, metal_rod)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s06::effect::secured"", ""short_id"": ""pred::pilot::s06::effect::secured"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s06::object::screw,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", ""screw""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_06, screw)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s06::object::screw"", ""short_id"": ""pred::pilot::s06::object::screw"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s06::required_tool,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", ""power_screwdriver""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredTool(step_06, power_screwdriver)"", ""display_name"": ""hasRequiredTool"", ""name"": ""hasRequiredTool"", ""predicate_id"": ""pred::pilot::s06::required_tool"", ""short_id"": ""pred::pilot::s06::required_tool"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
