source,target,type,properties
Constraint::step::pilot_rod_assembly::step_02::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_02_on_metal_rod_workbench,Constraint::step::pilot_rod_assembly::step_01::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_01_on_metal_rod_workbench,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_03::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_03_sleeves_on_sleeve_metal_rod,Constraint::step::pilot_rod_assembly::step_02::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_02_sleeves_on_sleeve_metal_rod,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_04::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_04_inserted_in_o_ring_rod_holes,Constraint::step::pilot_rod_assembly::step_03::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_03_inserted_in_o_ring_rod_holes,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_04::c::precondition_required_pilot_condition::1_0::requires::step__pilot_rod_assembly__step_04_adjusted_over_sleeve_o_ring,Constraint::step::pilot_rod_assembly::step_03::c::effect_observed_pilot_condition::1_0::produces::step__pilot_rod_assembly__step_03_adjusted_over_sleeve_o_ring,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_05::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_05_partially_inserted_in_screw_rod_holes,Constraint::step::pilot_rod_assembly::step_04::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_04_partially_inserted_in_screw_rod_holes,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_06::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_06_applied_to_threadlocker_loctite_screw,Constraint::step::pilot_rod_assembly::step_05::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_05_applied_to_threadlocker_loctite_screw,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_06::c::precondition_required_pilot_condition::1_0::requires::step__pilot_rod_assembly__step_06_partially_inserted_in_screw_rod_holes,Constraint::step::pilot_rod_assembly::step_04::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_04_partially_inserted_in_screw_rod_holes,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_07::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_07_secured_to_sleeve_metal_rod,Constraint::step::pilot_rod_assembly::step_06::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_06_secured_to_sleeve_metal_rod,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_08::c::precondition_required_pilot_condition::0_0::requires::step__pilot_rod_assembly__step_08_cleaned_with_rod_assembly_ethanol,Constraint::step::pilot_rod_assembly::step_07::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_07_cleaned_with_rod_assembly_ethanol,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Constraint::step::pilot_rod_assembly::step_08::c::precondition_required_pilot_condition::1_0::requires::step__pilot_rod_assembly__step_08_secured_to_sleeve_metal_rod,Constraint::step::pilot_rod_assembly::step_06::c::effect_observed_pilot_condition::0_0::produces::step__pilot_rod_assembly__step_06_secured_to_sleeve_metal_rod,SUPPORTED_BY,"{""support_type"": ""previous_produced_effect""}"
Step::step::pilot_rod_assembly::step_01,Entity::metal_rod,USES,"{""predicate_id"": ""pred::pilot::s01::object::metal_rod"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_01,Entity::workbench,USES,"{""predicate_id"": ""pred::pilot::s01::object::workbench"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_02,Entity::copper_sleeve,USES,"{""predicate_id"": ""pred::pilot::s02::object::copper_sleeve"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_02,Entity::long_sleeve,USES,"{""predicate_id"": ""pred::pilot::s02::object::long_sleeve"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_02,Entity::metal_rod,USES,"{""predicate_id"": ""pred::pilot::s02::object::metal_rod"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_02,Entity::short_sleeve,USES,"{""predicate_id"": ""pred::pilot::s02::object::short_sleeve"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_02,Entity::sleeve,USES,"{""predicate_id"": ""pred::pilot::s02::object::sleeve"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_03,Entity::o_ring,USES,"{""predicate_id"": ""pred::pilot::s03::object::o_ring"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_03,Entity::sleeve,USES,"{""predicate_id"": ""pred::pilot::s03::object::sleeve"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_04,Entity::power_screwdriver,USES,"{""predicate_id"": ""pred::pilot::s04::tool::power_screwdriver"", ""predicate_name"": ""usesTool""}"
Step::step::pilot_rod_assembly::step_04,Entity::screw,USES,"{""predicate_id"": ""pred::pilot::s04::object::screw"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_05,Entity::screw,USES,"{""predicate_id"": ""pred::pilot::s05::object::screw"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_06,Entity::power_screwdriver,USES,"{""predicate_id"": ""pred::pilot::s06::tool::power_screwdriver"", ""predicate_name"": ""usesTool""}"
Step::step::pilot_rod_assembly::step_06,Entity::screw,USES,"{""predicate_id"": ""pred::pilot::s06::object::screw"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_07,Entity::rod_assembly,USES,"{""predicate_id"": ""pred::pilot::s07::object::rod_assembly"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_08,Entity::silver_sleeve,USES,"{""predicate_id"": ""pred::pilot::s08::object::silver_sleeve"", ""predicate_name"": ""usesObject""}"
Step::step::pilot_rod_assembly::step_08,Entity::sponge,USES,"{""predicate_id"": ""pred::pilot::s08::tool::sponge"", ""predicate_name"": ""usesTool""}"
